cf_id,contact_id,company_name,project_description,outcome,backers_count,country,currency,launch_date,end_date,category_id,subcategory_id
1400,1728,Huang-Henderson,Stand-alone mobile customer loyalty,successful,1539,US,USD,2020-08-30,2021-08-04,cat5,subcat11
657,5362,Owens-Le,Focused composite approach,failed,17,US,USD,2021-07-31,2021-12-01,cat4,subcat4
966,4840,Huff LLC,Face-to-face clear-thinking Local Area Network,failed,2179,US,USD,2021-04-10,2021-10-01,cat1,subcat1
1558,2955,Johnson LLC,Cross-group cohesive circuit,successful,138,US,USD,2020-12-18,2021-04-27,cat8,subcat15
1379,5354,"Chavez, Garcia and Cantu",Synergistic explicit capability,failed,931,US,USD,2021-03-28,2021-08-25,cat4,subcat4
286,3847,Lester-Moore,Diverse analyzing definition,successful,3594,US,USD,2021-01-01,2021-05-30,cat5,subcat23
894,3025,Fox-Quinn,Enterprise-wide reciprocal success,successful,5880,US,USD,2020-10-14,2021-02-28,cat2,subcat2
709,1615,Garcia Inc,Progressive neutral middleware,successful,112,US,USD,2020-11-26,2021-02-08,cat8,subcat15
1599,5154,Johnson-Lee,Intuitive exuding process improvement,successful,943,US,USD,2020-08-07,2021-06-15,cat7,subcat21
905,5005,Pineda Group,Exclusive real-time protocol,successful,2468,US,USD,2021-05-12,2021-10-18,cat5,subcat11
146,1349,Hoffman-Howard,Extended encompassing application,successful,2551,US,USD,2020-12-19,2021-03-10,cat7,subcat21
1632,3670,"Miranda, Hall and Mcgrath",Progressive value-added ability,successful,101,US,USD,2021-01-25,2021-06-15,cat7,subcat12
537,2912,"Williams, Carter and Gonzalez",Cross-platform uniform hardware,canceled,67,US,USD,2021-02-12,2021-09-13,cat4,subcat4
1289,4336,Davis-Rodriguez,Progressive secondary portal,successful,92,US,USD,2020-12-05,2021-11-09,cat4,subcat4
2712,5576,"Reid, Rivera and Perry",Multi-lateral national adapter,successful,62,US,USD,2021-10-15,2021-10-19,cat5,subcat11
1980,2736,Mendoza-Parker,Enterprise-wide motivating matrices,successful,149,IT,EUR,2020-06-16,2021-06-28,cat7,subcat12
296,3321,"Lee, Ali and Guzman",Polarized upward-trending Local Area Network,failed,92,US,USD,2020-09-15,2021-02-23,cat5,subcat11
1760,3353,Gallegos-Cobb,Object-based directional function,failed,57,AU,AUD,2021-01-21,2021-12-01,cat2,subcat2
2435,2336,Ellison PLC,Re-contextualized tangible open architecture,successful,329,US,USD,2021-03-15,2021-11-14,cat5,subcat11
2343,4369,"Bolton, Sanchez and Carrillo",Distributed systemic adapter,successful,97,DK,DKK,2020-06-11,2021-02-28,cat4,subcat4
2556,4464,Mason-Sanders,Networked web-enabled instruction set,failed,41,US,USD,2021-04-12,2021-12-03,cat3,subcat9
2495,5626,Pitts-Reed,Vision-oriented dynamic service-desk,successful,1784,US,USD,2020-04-19,2021-02-20,cat4,subcat4
2497,1669,Gonzalez-Martinez,Vision-oriented actuating open system,successful,1684,AU,AUD,2021-01-17,2021-07-23,cat6,subcat10
1955,5544,"Hill, Martin and Garcia",Sharable scalable core,successful,250,US,USD,2020-08-22,2021-03-01,cat2,subcat2
1129,6078,Garcia PLC,Customer-focused attitude-oriented function,successful,238,US,USD,2021-04-17,2021-08-28,cat4,subcat4
636,2580,Herring-Bailey,Reverse-engineered system-worthy extranet,successful,53,US,USD,2021-05-02,2021-12-28,cat4,subcat4
434,3592,Russell-Gardner,Re-engineered systematic monitoring,successful,214,US,USD,2020-09-16,2021-03-22,cat4,subcat4
1231,4914,Walters-Carter,Seamless value-added standardization,successful,222,US,USD,2020-11-20,2021-11-27,cat3,subcat3
3162,3848,"Johnson, Patterson and Montoya",Triple-buffered fresh-thinking frame,successful,1884,US,USD,2020-09-20,2021-01-15,cat6,subcat14
1717,2619,Roberts and Sons,Streamlined holistic knowledgebase,successful,218,AU,AUD,2020-11-03,2021-08-02,cat7,subcat21
211,4605,Avila-Nelson,Up-sized intermediate website,successful,6465,US,USD,2020-03-25,2021-02-19,cat6,subcat19
2635,6147,Robbins and Sons,Future-proofed directional synergy,failed,1,US,USD,2020-09-16,2021-02-27,cat2,subcat2
1854,1383,Singleton Ltd,Enhanced user-facing function,failed,101,US,USD,2020-08-01,2021-07-30,cat4,subcat4
436,1757,Perez PLC,Operative bandwidth-monitored interface,successful,59,US,USD,2020-11-25,2021-08-28,cat4,subcat4
2965,4390,"Rogers, Jacobs and Jackson",Upgradable multi-state instruction set,failed,1335,CA,CAD,2020-09-03,2021-02-24,cat5,subcat7
1034,4165,Barry Group,De-engineered static Local Area Network,successful,88,US,USD,2021-06-24,2021-08-28,cat6,subcat10
614,4529,"Rosales, Branch and Harmon",Upgradable grid-enabled superstructure,successful,1697,US,USD,2020-11-03,2021-09-27,cat2,subcat2
1792,6084,Smith-Reid,Optimized actuating toolset,failed,15,GB,GBP,2020-11-03,2021-10-17,cat2,subcat2
121,2916,Williams Inc,Decentralized exuding strategy,successful,92,US,USD,2020-05-03,2021-05-08,cat4,subcat4
2936,2005,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,successful,186,US,USD,2020-11-14,2021-10-24,cat4,subcat4
2081,2261,Watkins Ltd,Multi-channeled responsive implementation,successful,138,US,USD,2021-04-07,2021-06-30,cat8,subcat15
1204,5342,Allen-Jones,Centralized modular initiative,successful,261,US,USD,2021-07-15,2021-10-12,cat2,subcat2
669,4087,Mason-Smith,Reverse-engineered cohesive migration,failed,454,US,USD,2021-08-04,2021-09-13,cat2,subcat2
735,2761,"Lloyd, Kennedy and Davis",Compatible multimedia hub,successful,107,US,USD,2021-02-27,2021-10-02,cat2,subcat8
933,2908,Walker Ltd,Organic eco-centric success,successful,199,US,USD,2020-10-26,2021-05-06,cat8,subcat15
3055,2155,Gordon PLC,Virtual reciprocal policy,successful,5512,US,USD,2021-08-29,2021-10-30,cat4,subcat4
270,5642,Lee and Sons,Persevering interactive emulation,successful,86,US,USD,2020-05-15,2021-03-10,cat4,subcat4
647,6217,Cole LLC,Proactive responsive emulation,failed,3182,IT,EUR,2021-08-07,2022-01-13,cat2,subcat18
1219,4222,Acosta PLC,Extended eco-centric function,successful,2768,AU,AUD,2021-05-08,2021-09-24,cat4,subcat4
1257,4798,Brown-Mckee,Networked optimal productivity,successful,48,US,USD,2021-03-23,2022-01-10,cat5,subcat5
2162,5660,Miles and Sons,Persistent attitude-oriented approach,successful,87,US,USD,2021-06-11,2021-06-24,cat5,subcat20
2274,5000,"Sawyer, Horton and Williams",Triple-buffered 4thgeneration toolset,canceled,1890,US,USD,2021-10-07,2021-10-13,cat7,subcat12
2284,2809,Foley-Cox,Progressive zero administration leverage,live,61,US,USD,2021-07-09,2022-01-13,cat8,subcat15
407,3349,"Horton, Morrison and Clark",Networked radical neural-net,successful,1894,US,USD,2021-06-18,2021-10-25,cat4,subcat4
2440,3647,Thomas and Sons,Re-engineered heuristic forecast,successful,282,CA,CAD,2020-11-04,2021-07-15,cat4,subcat4
2476,5745,Morgan-Jenkins,Fully-configurable background algorithm,failed,15,US,USD,2021-09-13,2021-12-03,cat4,subcat4
41,2583,"Ward, Sanchez and Kemp",Stand-alone discrete Graphical User Interface,successful,116,US,USD,2021-06-02,2021-12-31,cat6,subcat19
890,5441,Fields Ltd,Front-line foreground project,failed,133,US,USD,2021-05-23,2021-06-21,cat7,subcat12
2743,2090,Ramos-Mitchell,Persevering system-worthy info-mediaries,successful,83,US,USD,2020-12-14,2021-04-24,cat4,subcat4
266,3386,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,successful,91,US,USD,2021-03-28,2021-08-23,cat3,subcat3
3113,1816,Smith-Jenkins,Vision-oriented methodical application,successful,546,US,USD,2020-10-02,2021-07-25,cat4,subcat4
1909,4718,Braun PLC,Function-based high-level infrastructure,successful,393,US,USD,2021-07-06,2021-11-05,cat5,subcat11
962,1677,Drake PLC,Profound object-oriented paradigm,failed,2062,US,USD,2020-02-25,2021-04-06,cat4,subcat4
213,4218,"Ross, Kelly and Brown",Virtual contextually-based circuit,successful,133,US,USD,2021-07-20,2021-08-18,cat5,subcat20
2741,4548,Lucas-Mullins,Business-focused dynamic instruction set,failed,29,DK,DKK,2020-05-27,2021-03-20,cat2,subcat2
2589,1431,Tran LLC,Ameliorated fresh-thinking protocol,failed,132,US,USD,2021-02-20,2021-04-10,cat3,subcat3
1238,2830,"Dawson, Brady and Gilbert",Front-line optimizing emulation,successful,254,US,USD,2020-08-19,2021-01-25,cat4,subcat4
164,4400,Obrien-Aguirre,Devolved uniform complexity,canceled,184,US,USD,2021-02-15,2021-11-12,cat4,subcat4
2685,5773,Ferguson PLC,Public-key intangible superstructure,successful,176,US,USD,2020-10-03,2021-02-19,cat2,subcat6
2836,4161,Garcia Ltd,Secured global success,failed,137,DK,DKK,2020-12-13,2021-04-14,cat2,subcat17
2062,2062,"Smith, Love and Smith",Grass-roots mission-critical capability,successful,337,CA,CAD,2021-03-11,2021-08-18,cat4,subcat4
3111,3458,"Wilson, Hall and Osborne",Advanced global data-warehouse,failed,908,US,USD,2020-11-18,2021-08-16,cat5,subcat5
1414,3174,"Bell, Grimes and Kerr",Self-enabling uniform complexity,successful,107,US,USD,2021-03-05,2022-02-20,cat3,subcat3
2765,5565,Ho-Harris,Versatile cohesive encoding,failed,10,US,USD,2020-12-01,2021-09-28,cat1,subcat1
939,1906,Ross Group,Organized executive solution,canceled,32,IT,EUR,2021-02-02,2021-03-26,cat4,subcat4
390,5479,Turner-Davis,Automated local emulation,successful,183,US,USD,2021-02-17,2021-06-09,cat4,subcat4
2851,4320,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,failed,1910,CH,CHF,2021-02-07,2021-10-24,cat4,subcat4
1607,4213,Smith-Hess,Grass-roots real-time Local Area Network,failed,38,AU,AUD,2020-04-28,2021-03-10,cat4,subcat4
3201,3373,"Brown, Herring and Bass",Organized client-driven capacity,failed,104,AU,AUD,2020-11-26,2021-03-11,cat4,subcat4
641,4184,"Chase, Garcia and Johnson",Adaptive intangible database,successful,72,US,USD,2021-05-20,2021-06-21,cat2,subcat2
524,5472,Ramsey and Sons,Grass-roots contextually-based algorithm,failed,49,US,USD,2021-11-23,2022-02-05,cat1,subcat1
2423,5559,Cooke PLC,Focused executive core,failed,1,DK,DKK,2020-12-05,2021-09-25,cat6,subcat10
1532,5419,Wong-Walker,Multi-channeled disintermediate policy,successful,295,US,USD,2021-06-08,2021-09-04,cat5,subcat5
1748,4171,"Ferguson, Collins and Mata",Customizable bi-directional hardware,failed,245,US,USD,2020-06-07,2021-05-24,cat4,subcat4
3168,1302,"Guerrero, Flores and Jenkins",Networked optimal architecture,failed,32,US,USD,2021-01-12,2021-12-22,cat2,subcat8
1077,3520,Peterson PLC,User-friendly discrete benchmark,successful,142,US,USD,2021-02-03,2021-04-10,cat5,subcat5
3114,6010,Townsend Ltd,Grass-roots actuating policy,successful,85,US,USD,2021-01-27,2021-05-15,cat4,subcat4
2547,4617,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,failed,7,US,USD,2021-08-12,2021-11-18,cat4,subcat4
2065,1417,Salazar-Dodson,Face-to-face zero tolerance moderator,successful,659,DK,DKK,2021-03-20,2021-09-25,cat6,subcat14
1143,4770,Davis Ltd,Grass-roots optimizing projection,failed,803,US,USD,2021-07-17,2021-11-18,cat4,subcat4
2545,4328,Harris-Perry,User-centric 6thgeneration attitude,canceled,75,US,USD,2021-03-05,2021-07-26,cat2,subcat8
1315,5171,"Velazquez, Hunt and Ortiz",Switchable zero tolerance website,failed,16,US,USD,2021-03-28,2021-04-23,cat7,subcat12
2219,4394,Flores PLC,Focused real-time help-desk,successful,121,US,USD,2020-12-09,2021-05-09,cat4,subcat4
854,1794,Martinez LLC,Robust impactful approach,successful,3742,US,USD,2020-12-31,2022-02-06,cat4,subcat4
336,3510,Miller-Irwin,Secured maximized policy,successful,223,US,USD,2021-11-26,2021-12-02,cat2,subcat2
3014,2487,Sanchez-Morgan,Realigned upward-trending strategy,successful,133,US,USD,2020-06-04,2021-04-11,cat5,subcat5
326,2215,"Lopez, Adams and Johnson",Open-source interactive knowledge user,failed,31,US,USD,2021-07-10,2021-08-03,cat4,subcat4
2991,4136,Martin-Marshall,Configurable demand-driven matrix,failed,108,IT,EUR,2020-12-19,2021-10-06,cat1,subcat1
1359,3723,Summers PLC,Cross-group coherent hierarchy,failed,30,US,USD,2020-07-31,2021-03-22,cat4,subcat4
341,5842,"Young, Hart and Ryan",Decentralized demand-driven open system,failed,17,US,USD,2021-07-29,2021-09-25,cat2,subcat2
2365,3289,Mills Group,Advanced empowering matrix,canceled,64,US,USD,2020-03-24,2021-02-22,cat3,subcat3
358,1249,Sandoval-Powell,Phased holistic implementation,failed,80,US,USD,2021-05-09,2021-08-03,cat6,subcat14
583,5409,"Mills, Frazier and Perez",Proactive attitude-oriented knowledge user,failed,2468,US,USD,2021-05-30,2021-09-09,cat5,subcat13
1373,2951,Hebert Group,Visionary asymmetric Graphical User Interface,successful,5168,US,USD,2021-03-18,2021-03-22,cat4,subcat4
2665,3432,"Cole, Smith and Wood",Integrated zero-defect help-desk,failed,26,GB,GBP,2021-05-03,2022-01-25,cat5,subcat5
2500,2297,"Harris, Hall and Harris",Inverse analyzing matrices,successful,307,US,USD,2021-04-18,2021-08-28,cat4,subcat4
921,6161,Saunders Group,Programmable systemic implementation,failed,73,US,USD,2020-05-31,2021-01-31,cat4,subcat4
135,4603,"Pham, Avila and Nash",Multi-channeled next generation architecture,failed,128,US,USD,2020-05-27,2021-04-14,cat5,subcat11
2413,5818,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,failed,33,US,USD,2020-04-10,2021-04-15,cat4,subcat4
3004,4270,Young PLC,Innovative well-modulated functionalities,successful,2441,US,USD,2020-09-01,2021-05-03,cat2,subcat2
1911,6007,Willis and Sons,Fundamental incremental database,live,211,US,USD,2021-04-06,2021-06-16,cat7,subcat12
2726,4084,Thompson-Bates,Expanded encompassing open architecture,successful,1385,GB,GBP,2021-01-05,2021-04-18,cat5,subcat5
2049,1340,Rose-Silva,Intuitive static portal,successful,190,US,USD,2021-01-30,2021-06-25,cat1,subcat1
1732,5675,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,successful,470,US,USD,2020-07-30,2021-03-22,cat3,subcat9
1174,2010,"Carlson, Dixon and Jones",Persistent well-modulated synergy,successful,253,US,USD,2020-10-28,2021-05-02,cat4,subcat4
1194,6201,Mcgee Group,Assimilated discrete algorithm,successful,1113,US,USD,2020-06-27,2021-05-04,cat2,subcat2
3176,1791,Jordan-Acosta,Operative uniform hub,successful,2283,US,USD,2020-02-27,2021-02-12,cat2,subcat2
642,3314,Nunez Inc,Customizable intangible capability,failed,1072,US,USD,2020-11-06,2021-07-21,cat2,subcat2
34,5852,Hayden Ltd,Innovative didactic analyzer,successful,1095,US,USD,2020-06-17,2021-07-08,cat4,subcat4
217,4618,Gonzalez-Burton,Decentralized intangible encoding,successful,1690,US,USD,2020-12-20,2021-04-27,cat4,subcat4
1693,2618,"Lewis, Taylor and Rivers",Front-line transitional algorithm,canceled,1297,CA,CAD,2021-02-07,2022-02-10,cat4,subcat4
2333,4967,"Butler, Henry and Espinoza",Switchable didactic matrices,failed,393,US,USD,2021-04-03,2021-12-23,cat8,subcat15
80,4594,Guzman Group,Ameliorated disintermediate utilization,failed,1257,US,USD,2021-02-10,2021-09-22,cat2,subcat8
2847,2080,Gibson-Hernandez,Visionary foreground middleware,failed,328,US,USD,2021-02-17,2021-06-09,cat4,subcat4
3104,2793,Spencer-Weber,Optional zero-defect task-force,failed,147,US,USD,2020-12-05,2021-07-13,cat4,subcat4
980,4890,"Berger, Johnson and Marshall",Devolved exuding emulation,failed,830,US,USD,2020-12-12,2021-06-18,cat7,subcat12
476,3528,"Taylor, Cisneros and Romero",Open-source neutral task-force,failed,331,GB,GBP,2021-04-06,2021-08-09,cat5,subcat7
116,5810,Little-Marsh,Virtual attitude-oriented migration,failed,25,US,USD,2021-10-07,2021-12-28,cat2,subcat8
2900,5720,Petersen and Sons,Open-source full-range portal,successful,191,US,USD,2021-05-03,2022-02-13,cat3,subcat3
553,4593,Hensley Ltd,Versatile cohesive open system,failed,3483,US,USD,2021-07-27,2021-11-21,cat1,subcat1
2834,3186,Navarro and Sons,Multi-layered bottom-line frame,failed,923,US,USD,2021-05-27,2021-06-01,cat4,subcat4
2314,5136,Shannon Ltd,Pre-emptive neutral capacity,failed,1,US,USD,2021-01-19,2021-07-25,cat2,subcat18
2005,2646,Young LLC,Universal maximized methodology,successful,2013,US,USD,2021-09-12,2021-10-05,cat2,subcat2
2514,3460,"Adams, Willis and Sanchez",Expanded hybrid hardware,failed,33,CA,CAD,2021-04-25,2021-07-05,cat4,subcat4
702,4345,Mills-Roy,Profit-focused multi-tasking access,successful,1703,US,USD,2020-07-25,2021-04-16,cat4,subcat4
42,2690,Brown Group,Profit-focused transitional capability,successful,80,DK,DKK,2020-11-22,2021-04-06,cat5,subcat5
948,4025,Burns-Burnett,Front-line scalable definition,live,86,US,USD,2020-08-28,2021-05-19,cat3,subcat9
2926,4524,"Glass, Nunez and Mcdonald",Open-source systematic protocol,failed,40,IT,EUR,2021-10-12,2022-01-18,cat4,subcat4
1971,3978,"Perez, Davis and Wilson",Implemented tangible algorithm,successful,41,US,USD,2020-10-20,2021-08-25,cat7,subcat12
748,3910,Diaz-Garcia,Profit-focused 3rdgeneration circuit,failed,23,CA,CAD,2021-03-05,2021-03-14,cat8,subcat15
684,5825,Salazar-Moon,Compatible needs-based architecture,successful,187,US,USD,2020-09-03,2021-07-16,cat5,subcat11
385,3564,Larsen-Chung,Right-sized zero tolerance migration,successful,2875,GB,GBP,2020-12-28,2021-12-26,cat4,subcat4
3007,2396,Anderson and Sons,Quality-focused reciprocal structure,successful,88,US,USD,2021-03-07,2021-05-28,cat4,subcat4
2612,2140,Lawrence Group,Automated actuating conglomeration,successful,191,US,USD,2021-04-23,2022-01-26,cat2,subcat2
807,3079,Gray-Davis,Re-contextualized local initiative,successful,139,US,USD,2021-03-12,2021-10-07,cat2,subcat2
2087,2017,Ramirez-Myers,Switchable intangible definition,successful,186,US,USD,2020-11-25,2021-10-16,cat2,subcat8
53,5444,"Lucas, Hall and Bonilla",Networked bottom-line initiative,successful,112,AU,AUD,2021-07-24,2021-09-11,cat4,subcat4
2944,2216,"Williams, Perez and Villegas",Robust directional system engine,successful,101,US,USD,2021-01-25,2021-07-21,cat4,subcat4
2963,1241,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,failed,75,US,USD,2021-05-12,2022-01-18,cat4,subcat4
2976,1484,"Whitaker, Wallace and Daniels",Reactive directional capacity,successful,206,GB,GBP,2021-07-05,2021-10-15,cat5,subcat5
3051,3475,Smith-Gonzalez,Polarized needs-based approach,successful,154,US,USD,2021-03-30,2021-06-02,cat5,subcat20
2777,4333,Skinner PLC,Intuitive well-modulated middleware,successful,5966,US,USD,2021-07-01,2021-08-19,cat4,subcat4
3064,5657,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,failed,2176,US,USD,2021-10-19,2021-10-24,cat4,subcat4
56,2527,Green-Carr,Pre-emptive bifurcated artificial intelligence,successful,169,US,USD,2021-05-15,2021-12-02,cat5,subcat5
763,5967,Brown-Parker,Down-sized coherent toolset,successful,2106,US,USD,2021-01-23,2021-06-25,cat4,subcat4
896,5698,Marshall Inc,Open-source multi-tasking data-warehouse,failed,441,US,USD,2021-03-10,2021-04-06,cat5,subcat5
1409,3331,Leblanc-Pineda,Future-proofed upward-trending contingency,failed,25,US,USD,2021-08-13,2021-11-21,cat2,subcat8
2889,3841,Perry PLC,Mandatory uniform matrix,successful,131,US,USD,2020-06-23,2021-05-10,cat2,subcat2
2338,6105,"Klein, Stark and Livingston",Phased methodical initiative,failed,127,US,USD,2021-01-17,2021-12-09,cat4,subcat4
2905,3895,Fleming-Oliver,Managed stable function,failed,355,US,USD,2021-02-10,2021-07-26,cat5,subcat5
1779,1891,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,failed,44,GB,GBP,2020-07-18,2021-01-31,cat4,subcat4
2291,1281,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,successful,84,US,USD,2020-12-26,2021-04-04,cat4,subcat4
3192,4186,"Michael, Anderson and Vincent",Cross-group global moratorium,successful,155,US,USD,2020-12-08,2021-09-05,cat4,subcat4
1696,2511,King Ltd,Visionary systemic process improvement,failed,67,US,USD,2021-03-29,2021-06-11,cat8,subcat15
1559,4272,Baker Ltd,Progressive intangible flexibility,successful,189,US,USD,2021-04-18,2021-12-22,cat1,subcat1
1405,3533,"Baker, Collins and Smith",Reactive real-time software,successful,4799,US,USD,2021-09-13,2021-12-16,cat5,subcat5
521,3618,Warren-Harrison,Programmable incremental knowledge user,successful,1137,US,USD,2020-04-20,2021-01-21,cat6,subcat10
1625,2177,Gardner Group,Progressive 5thgeneration customer loyalty,failed,1068,US,USD,2021-06-20,2021-11-12,cat4,subcat4
2808,4102,Flores-Lambert,Triple-buffered logistical frame,failed,424,US,USD,2021-07-18,2021-10-05,cat3,subcat9
764,6089,Cruz Ltd,Exclusive dynamic adapter,canceled,145,CH,CHF,2020-06-26,2021-03-09,cat2,subcat8
834,4701,Knox-Garner,Automated systemic hierarchy,successful,1152,US,USD,2021-01-19,2021-08-26,cat4,subcat4
2793,5645,Davis-Allen,Digitized eco-centric core,successful,50,US,USD,2020-09-19,2021-05-17,cat8,subcat15
2901,4499,Miller-Patel,Mandatory uniform strategy,failed,151,US,USD,2021-11-21,2021-12-19,cat6,subcat10
2141,3365,Hernandez-Grimes,Profit-focused zero administration forecast,failed,1608,US,USD,2021-01-07,2021-05-08,cat3,subcat9
308,2290,"Owens, Hall and Gonzalez",De-engineered static orchestration,successful,3059,CA,CAD,2020-11-19,2021-08-28,cat2,subcat18
705,1890,Noble-Bailey,Customizable dynamic info-mediaries,successful,34,US,USD,2020-06-26,2021-04-21,cat5,subcat5
1670,1304,Taylor PLC,Enhanced incremental budgetary management,successful,220,US,USD,2020-05-21,2021-02-20,cat4,subcat4
1159,3799,Holmes PLC,Digitized local info-mediaries,successful,1604,AU,AUD,2020-08-11,2021-09-07,cat5,subcat7
2592,2749,Jones-Martin,Virtual systematic monitoring,successful,454,US,USD,2020-09-21,2021-02-11,cat2,subcat2
1195,2028,Myers LLC,Reactive bottom-line open architecture,successful,123,IT,EUR,2020-07-01,2021-04-06,cat5,subcat11
1635,2383,"Acosta, Mullins and Morris",Pre-emptive interactive model,failed,941,US,USD,2021-05-28,2021-07-01,cat2,subcat8
2432,5721,Bell PLC,Ergonomic eco-centric open architecture,failed,1,US,USD,2021-10-07,2021-11-25,cat8,subcat15
109,1394,Smith-Schmidt,Inverse radical hierarchy,successful,299,US,USD,2021-02-05,2021-08-08,cat4,subcat4
1509,3451,"Ruiz, Richardson and Cole",Team-oriented static interface,failed,40,US,USD,2020-10-28,2021-04-20,cat5,subcat13
1285,5512,Leonard-Mcclain,Virtual foreground throughput,failed,3015,CA,CAD,2021-04-16,2021-08-22,cat4,subcat4
500,2453,Bailey-Boyer,Visionary exuding Internet solution,successful,2237,US,USD,2021-04-07,2021-12-19,cat4,subcat4
2835,6055,Lee LLC,Synchronized secondary analyzer,failed,435,US,USD,2021-03-26,2021-08-24,cat4,subcat4
1533,5704,Lyons Inc,Balanced attitude-oriented parallelism,successful,645,US,USD,2020-03-03,2021-03-10,cat5,subcat5
2445,3707,Herrera-Wilson,Organized bandwidth-monitored core,successful,484,DK,DKK,2021-05-03,2021-08-29,cat4,subcat4
2906,2205,"Mahoney, Adams and Lucas",Cloned leadingedge utilization,successful,154,CA,CAD,2020-05-04,2021-04-29,cat5,subcat5
1237,5976,Stewart LLC,Secured asymmetric projection,failed,714,US,USD,2021-02-11,2021-05-09,cat2,subcat2
1572,3290,Mcmillan Group,Advanced cohesive Graphic Interface,live,1111,US,USD,2021-03-22,2021-12-29,cat7,subcat21
254,4257,"Beck, Thompson and Martinez",Down-sized maximized function,successful,82,US,USD,2021-03-21,2021-06-06,cat4,subcat4
576,4588,Rodriguez-Scott,Realigned zero tolerance software,successful,134,US,USD,2020-10-14,2021-01-17,cat6,subcat14
563,4785,Rush-Bowers,Persevering analyzing extranet,live,1089,US,USD,2021-04-12,2021-12-26,cat5,subcat11
2201,3033,Davis and Sons,Innovative human-resource migration,failed,5497,US,USD,2021-05-01,2021-08-28,cat1,subcat1
1339,2779,Anderson-Pham,Intuitive needs-based monitoring,failed,418,US,USD,2021-02-01,2021-10-08,cat4,subcat4
197,2131,Stewart-Coleman,Customer-focused disintermediate toolset,failed,1439,US,USD,2021-01-15,2021-03-09,cat5,subcat5
2035,6229,"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation,failed,15,US,USD,2021-05-09,2021-06-26,cat4,subcat4
1739,3429,Jackson PLC,Quality-focused client-server core,failed,1999,CA,CAD,2020-12-09,2021-04-07,cat5,subcat5
2352,1613,Ware-Arias,Upgradable maximized protocol,successful,5203,US,USD,2021-04-28,2021-12-10,cat3,subcat3
691,4734,"Blair, Reyes and Woods",Cross-platform interactive synergy,successful,94,US,USD,2021-08-08,2021-09-01,cat4,subcat4
298,4439,Thomas-Lopez,User-centric fault-tolerant archive,failed,118,US,USD,2020-12-24,2021-03-18,cat3,subcat9
206,1441,"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user,successful,205,US,USD,2020-09-27,2021-03-15,cat4,subcat4
1003,5799,Jones-Riddle,Self-enabling real-time definition,failed,162,US,USD,2020-10-19,2021-07-20,cat1,subcat1
1653,1419,Schmidt-Gomez,User-centric impactful projection,failed,83,US,USD,2021-06-02,2021-09-04,cat2,subcat8
1549,3059,"Sullivan, Davis and Booth",Vision-oriented actuating hardware,successful,92,US,USD,2021-03-21,2021-09-25,cat8,subcat15
1026,3224,Edwards-Kane,Virtual leadingedge framework,successful,219,US,USD,2020-11-08,2021-11-13,cat4,subcat4
2523,3181,"Hicks, Wall and Webb",Managed discrete framework,successful,2526,US,USD,2020-04-08,2021-04-15,cat4,subcat4
1620,6061,Mayer-Richmond,Progressive zero-defect capability,failed,747,US,USD,2021-06-02,2021-06-30,cat5,subcat11
2594,4466,Robles Ltd,Right-sized demand-driven adapter,canceled,2138,US,USD,2021-02-19,2021-06-13,cat8,subcat15
539,6081,Cochran Ltd,Re-engineered attitude-oriented frame,failed,84,US,USD,2021-04-17,2021-11-03,cat4,subcat4
687,2159,Rosales LLC,Compatible multimedia utilization,successful,94,US,USD,2020-11-07,2021-09-06,cat4,subcat4
2302,3324,Harper-Bryan,Re-contextualized dedicated hardware,failed,91,US,USD,2020-04-09,2021-03-11,cat4,subcat4
694,3176,"Potter, Harper and Everett",Decentralized composite paradigm,failed,792,US,USD,2020-06-12,2021-07-09,cat5,subcat5
3123,5874,Floyd-Sims,Cloned transitional hierarchy,canceled,10,CA,CAD,2020-07-04,2021-02-11,cat4,subcat4
2576,5110,"Spence, Jackson and Kelly",Advanced discrete leverage,successful,1713,IT,EUR,2020-08-26,2021-08-19,cat4,subcat4
2349,5490,King-Nguyen,Open-source incremental throughput,successful,249,US,USD,2021-06-25,2021-10-01,cat2,subcat18
516,1922,Hansen Group,Centralized regional interface,successful,192,US,USD,2020-05-21,2021-05-10,cat5,subcat11
290,4398,"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase,successful,247,US,USD,2021-03-29,2022-01-21,cat4,subcat4
1691,4754,Cummings Inc,Digitized transitional monitoring,successful,2293,US,USD,2020-09-22,2021-07-09,cat5,subcat23
1689,3309,Miller-Poole,Networked optimal adapter,successful,3131,US,USD,2020-11-04,2021-03-08,cat5,subcat20
2403,1244,Rodriguez-West,Automated optimal function,failed,32,US,USD,2020-09-24,2021-04-09,cat3,subcat9
